FID,PROVINSI,KECAMATAN,DESA,KABKOT
3130,NANGGROE ACEH DARUSSALAM,PADANG TIJI,BALEE  PALOH,PIDIE
3131,NANGGROE ACEH DARUSSALAM,PADANG TIJI,CAPA PALOH,PIDIE
3132,NANGGROE ACEH DARUSSALAM,PADANG TIJI,KREET PALOH,PIDIE
3133,NANGGROE ACEH DARUSSALAM,PADANG TIJI,SUYO PALOH,PIDIE
3134,NANGGROE ACEH DARUSSALAM,PADANG TIJI,CUT PALOH,PIDIE
3135,NANGGROE ACEH DARUSSALAM,PADANG TIJI,PULO HAGU TANJUNG,PIDIE
3136,NANGGROE ACEH DARUSSALAM,PADANG TIJI,PANTE CRUNG TANJONG,PIDIE
3137,NANGGROE ACEH DARUSSALAM,PADANG TIJI,LEUN TANJONG,PIDIE
3138,NANGGROE ACEH DARUSSALAM,PADANG TIJI,KEUPULA TANJONG,PIDIE
3139,NANGGROE ACEH DARUSSALAM,PADANG TIJI,JOK TANJONG,PIDIE
3140,NANGGROE ACEH DARUSSALAM,PADANG TIJI,TUNONG TANJONG,PIDIE
3141,NANGGROE ACEH DARUSSALAM,PADANG TIJI,COT KETAPANG TANJONG,PIDIE
3142,NANGGROE ACEH DARUSSALAM,PADANG TIJI,SIRON TANJONG,PIDIE
3143,NANGGROE ACEH DARUSSALAM,PADANG TIJI,MESJID TANJONG,PIDIE
3144,NANGGROE ACEH DARUSSALAM,PADANG TIJI,HUTAN,PIDIE
3145,NANGGROE ACEH DARUSSALAM,MILA,TEUNGOH ILOT,PIDIE
3146,NANGGROE ACEH DARUSSALAM,MILA,MESJID ILOT,PIDIE
3147,NANGGROE ACEH DARUSSALAM,MILA,KUMBANG,PIDIE
3148,NANGGROE ACEH DARUSSALAM,MILA,BLANG CUT,PIDIE
3149,NANGGROE ACEH DARUSSALAM,MILA,LAGANG,PIDIE
3150,NANGGROE ACEH DARUSSALAM,MILA,PULO TANJONG,PIDIE
3151,NANGGROE ACEH DARUSSALAM,MILA,DAYAH SINTHOP,PIDIE
3152,NANGGROE ACEH DARUSSALAM,MILA,HUTAN,PIDIE
